,label,adress,energy1,energy1label,energy2,energy2label,pricesquare,informationlist
72,Publiée il y a plus de 1 mois | Modifiée le 6 nov. 2019 | Réf. de l’annonce : SOF1746,La Madeleine 59110 (Grand Boulevard),166,D,En cours de réalisation,NA,4 329 €/m²,"['Prix\u202f: 479 000 €, honoraires : 6,38% TTC inclus à la charge de l’acquéreur (450 260 € hors honoraires)', 'Estimez votre mensualité', '104 m²', '4 pièces', '3 chambres', '1 terrasse', '1 salle de bain', '1er étage', 'Ascenseur', 'Réf. de l’annonce : SOF1746', 'Publiée il y a plus de 1 mois', 'Modifiée le 6 nov. 2019', 'Signaler une anomalie sur cette annonce']"
73,Publiée le 5 déc. 2019 | Modifiée le 6 déc. 2019 | Réf. de l’annonce : VA23606-IMMOTRAM2,La Madeleine 59110,76,B,18,C,2 696 €/m²,"['Prix\u202f: 288 000 €, honoraires : 4,73% TTC inclus à la charge de l’acquéreur (275 000 € hors honoraires)', 'Estimez votre mensualité', '102 m²', '4 pièces', '3 chambres', 'Balcon', 'Exposé Nord', 'Chauffage : gaz collectif', '1 salle de bain', '1 WC', '1 place de parking', '9e étage (sur 18)', 'Ascenseur', 'Mandat en exclusivité', 'Réf. de l’annonce : VA23606-IMMOTRAM2', 'Publiée le 5 déc. 2019', 'Modifiée le 6 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
74,Publiée le 31 oct. 2019 | Modifiée le 5 déc. 2019 | Réf. de l’annonce : VA23572-IMMOTRAM2,Marcq-en-Barœul 59700,Non soumis,NA,En cours de réalisation,NA,2 846 €/m²,"['Prix\u202f: 367 500 €, honoraires : 5,00% TTC inclus à la charge de l’acquéreur (350 000 € hors honoraires)', 'Estimez votre mensualité', '123 m²', '5 pièces', '3 chambres', 'Exposé Sud', 'Chauffage : gaz individuel', 'Cave', '1 salle de bain', '1 WC', '2e étage (sur 6)', 'Ascenseur', 'Mandat en exclusivité', 'Réf. de l’annonce : VA23572-IMMOTRAM2', 'Publiée le 31 oct. 2019', 'Modifiée le 5 déc. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
75,Publiée il y a plus de 1 mois | Réf. de l’annonce : 1038,La Madeleine 59110,163,D,8,B,4 103 €/m²,"['Prix\u202f: 480 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '117 m²', '4 pièces', 'Terrasse', 'Exposé Sud Ouest', 'Chauffage : électricité', '1 place de parking', '2e étage (sur 4)', 'Ascenseur', 'Interphone', 'Gardien', 'Mandat en exclusivité', 'Réf. de l’annonce : 1038', 'Publiée il y a plus de 1 mois', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
76,Publiée il y a plus de 1 mois | Réf. de l’annonce : 1032,Marcq-en-Barœul 59700,En cours de réalisation,NA,En cours de réalisation,NA,5 153 €/m²,"['Prix\u202f: 675 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '131 m²', '394 m² de terrain', '4 pièces', '4 chambres', 'Terrasse', 'Jardin', '2 garages', 'Exposé Sud Ouest', '1 salle de bain', '3 places de parking', '1 étage', 'Mandat en exclusivité', 'Réf. de l’annonce : 1032', 'Publiée il y a plus de 1 mois', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
77,Publiée il y a plus de 1 mois | Modifiée le 13 déc. 2019 | Réf. de l’annonce : 19997DHI832,La Madeleine 59110,182,D,,B,3 311 €/m²,"['Prix\u202f: 310 000 €, honoraires : 12 000 € TTC inclus à la charge de l’acquéreur', 'Estimez votre mensualité', '90 m²', '5 pièces', '3 chambres', 'Balcon', 'Exposé Est', '2 salles de bain', '1 salle d’eau', '1 WC', '2 places de parking', '1er étage (sur 5)', 'Ascenseur', 'Interphone', 'Réf. de l’annonce : 19997DHI832', 'Publiée il y a plus de 1 mois', 'Modifiée le 13 déc. 2019', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
78,Publiée le 29 nov. 2019 | Réf. de l’annonce : 9958_JG,La Madeleine 59110 (Pompidou - Nouvelle Madeleine),,C,,C,3 847 €/m²,"['Prix\u202f: 76 941 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '20 m²', '1 pièce', 'Réf. de l’annonce : 9958_JG', 'Publiée le 29 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
79,Publiée le 16 nov. 2019 | Modifiée le 22 nov. 2019 | Réf. de l’annonce : 28234735,La Madeleine 59110,181,D,42,E,2 681 €/m²,"['Prix\u202f: 177 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '66,01 m²', '3 pièces', '2 chambres', '1 balcon', 'Chauffage : RADIATEUR GAZ COLLECTIF', '1 salle de bain', '1 WC', '1 parking extérieur', '13e étage (sur 15)', 'Construit en 1968', 'Ascenseur', 'Interphone', 'Gardien', 'Réf. de l’annonce : 28234735', 'Publiée le 16 nov. 2019', 'Modifiée le 22 nov. 2019', 'Signaler une anomalie sur cette annonce']"
80,Publiée le 30 oct. 2019 | Modifiée le 4 nov. 2019 | Réf. de l’annonce : VA23568-IMMOTRAM2,Marcq-en-Barœul 59700,Non soumis,NA,En cours de réalisation,NA,3 265 €/m²,"['Prix\u202f: 169 000 €, honoraires : 5,63% TTC inclus à la charge de l’acquéreur (160 000 € hors honoraires)', 'Estimez votre mensualité', '49 m²', '2 pièces', '1 chambre', 'Exposé Est', 'Chauffage : gaz collectif', 'Cave', '1 salle de bain', '1 WC', 'Dernier étage (sur 7)', 'Ascenseur', 'Réf. de l’annonce : VA23568-IMMOTRAM2', 'Publiée le 30 oct. 2019', 'Modifiée le 4 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
81,Publiée il y a plus de 1 mois | Modifiée le 18 déc. 2019 | Réf. de l’annonce : -1160,La Madeleine 59110,338,F,20,C,2 013 €/m²,"['Prix\u202f: 241 500 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '120 m²', '5 pièces', '4 chambres', '2 salles d’eau', '3 WC', 'Réf. de l’annonce : -1160', 'Publiée il y a plus de 1 mois', 'Modifiée le 18 déc. 2019', 'Signaler une anomalie sur cette annonce']"
82,Publiée le 18 déc. 2019 | Réf. de l’annonce : 43353,La Madeleine 59110,,A,En cours de réalisation,NA,4 110 €/m²,"['168 500 €', 'Estimez votre mensualité', '41 m²', '2 pièces', '1 chambre', '1 salle de bain', 'Réf. de l’annonce : 43353', 'Publiée le 18 déc. 2019', 'Signaler une anomalie sur cette annonce']"
83,Publiée il y a plus de 1 mois | Réf. de l’annonce : 7422,Marcq-en-Barœul 59700,297,E,16,C,4 292 €/m²,"['Prix\u202f: 539 000 €, honoraires : 4,45% TTC inclus à la charge de l’acquéreur (515 000 € hors honoraires)', 'Estimez votre mensualité', '120 m²', '4 pièces', '3 chambres', 'Terrasse', 'Jardin', '1 garage', 'Exposé Sud Ouest', 'Chauffage : électricité', 'Cheminée', '1 salle de bain', '2 WC', '1 place de parking', 'Réf. de l’annonce : 7422', 'Publiée il y a plus de 1 mois', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
84,Publiée il y a plus de 1 mois | Réf. de l’annonce : SOF2003D,La Madeleine 59110 (Grand Boulevard),En cours de réalisation,NA,En cours de réalisation,NA,4 587 €/m²,"['Prix\u202f: 306 340 €, honoraires : 6,00% TTC inclus à la charge de l’acquéreur (289 000 € hors honoraires)', 'Estimez votre mensualité', '63 m²', '3 pièces', '2 chambres', '1er étage', 'Ascenseur', 'Réf. de l’annonce : SOF2003D', 'Publiée il y a plus de 1 mois', 'Signaler une anomalie sur cette annonce']"
85,Publiée il y a plus de 1 mois | Modifiée le 25 nov. 2019 | Réf. de l’annonce : 7043205,Marcq-en-Barœul 59700 (Buisson - May-Four - Pellevoisin),230,D,11,C,3 764 €/m²,"['Prix\u202f: 199 500 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '53 m²', '2 pièces', '1 chambre', 'Balcon', 'Chauffage : électricité individuel', '1 salle de bain', '1 WC', '1 place de parking', '2e étage (sur 3)', 'Ascenseur', 'Digicode', 'Interphone', 'Mandat en exclusivité', 'Réf. de l’annonce : 7043205', 'Publiée il y a plus de 1 mois', 'Modifiée le 25 nov. 2019', 'Barèmes de l’agence', 'Signaler une anomalie sur cette annonce']"
86,Publiée il y a plus de 1 mois | Réf. de l’annonce : 4050,La Madeleine 59110,En cours de réalisation,NA,En cours de réalisation,NA,4 725 €/m²,"['Prix\u202f: 496 100 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '105 m²', '4 pièces', '3 chambres', 'Balcon', '1 salle de bain', '1er étage', 'Ascenseur', 'Interphone', 'Réf. de l’annonce : 4050', 'Publiée il y a plus de 1 mois', 'Signaler une anomalie sur cette annonce']"
87,Publiée il y a plus de 1 mois | Réf. de l’annonce : 1037,La Madeleine 59110,En cours de réalisation,NA,En cours de réalisation,NA,3 621 €/m²,"['Prix\u202f: 449 000 €, honoraires à la charge du vendeur', 'Estimez votre mensualité', '124 m²', '4 pièces', '3 chambres', 'Balcon', 'Exposé Sud', 'Chauffage : gaz', 'Cave', '1 salle de bain', '1 salle d’eau', '4e étage (sur 5)', 'Ascenseur', 'Réf. de l’annonce : 1037', 'Publiée il y a plus de 1 mois', 'Signaler une anomalie sur cette annonce', 'Barèmes de l’agence']"
